58.21748,51.519115,89.455894
44.854782,138.96436,0.0
56.510315,162.1483,0.0
76.37306,106.26276,76.37306
70.34455,198.69753,0.0
54.82229,129.35338,54.82229
50.202843,157.65384,0.0
39.627075,134.32283,0.0
41.36718,178.65941,0.0
54.147266,188.16457,0.0
60.12318,107.48967,60.12318
44.60221,148.26842,0.0
72.574326,70.327805,124.64082
75.88235,110.27659,75.88235
46.11517,156.25879,0.0
74.6708,115.70739,0.0
41.39573,162.05148,0.0
49.241077,156.75635,49.241077
54.024837,184.62709,0.0
75.27007,36.938667,75.27007
49.284775,134.7497,0.0
65.72609,86.09889,65.72609
68.12885,163.06635,0.0
45.16146,141.66872,0.0
78.837585,72.10687,78.837585
68.419655,119.76021,0.0
38.30772,159.78433,0.0
58.750923,121.7453,58.750923
86.761475,47.697384,86.761475
65.05776,177.92908,0.0
52.401066,201.70436,0.0
44.45967,149.24248,0.0
66.85903,124.82824,0.0
54.62411,200.69736,0.0
47.459934,135.66757,0.0
42.064735,165.0775,69.224884
68.66973,118.49687,68.66973
41.818005,154.74998,0.0
67.54039,65.326004,67.54039
42.52577,138.82181,0.0
28.475687,161.48888,0.0
72.4347,9.558705,72.4347
78.10798,171.30774,78.10798
58.744442,83.68378,58.744442
43.552456,63.80395,43.552456
51.214375,187.29945,0.0
72.52424,109.88008,0.0
68.354774,152.35129,0.0
62.10731,146.89433,62.10731
63.322525,127.76917,63.322525
34.52589,160.18413,0.0
74.70508,63.120888,74.70508
51.841057,160.59952,0.0
85.51878,126.91352,85.51878
74.90329,114.8738,0.0
38.954865,162.5265,0.0
39.651215,139.01045,0.0
51.957634,158.97087,0.0
38.738144,156.51671,0.0
65.15772,111.93891,65.15772
36.991386,150.14368,0.0
46.984264,193.46654,0.0
105.196106,66.282005,105.196106
59.577805,123.381,59.577805
38.384926,147.29109,0.0
55.647682,135.57358,0.0
39.831017,150.8167,0.0
82.69039,20.277943,136.32285
41.591045,130.28601,0.0
35.09797,145.26544,0.0
57.81611,122.225945,0.0
35.64269,157.00215,0.0
41.604343,143.47609,0.0
82.561,20.152151,95.42133
40.10871,176.42943,40.10871
82.461845,13.9168415,97.959755
42.676968,167.89333,0.0
74.87939,96.729576,74.87939
65.135956,95.84428,65.135956
105.91638,107.254524,105.91638
52.749386,143.98592,0.0
82.93604,24.862162,95.4861
69.734,28.393324,146.28108
70.514854,138.44106,0.0
71.3099,117.62984,71.3099
71.30649,132.62831,0.0
72.19756,130.3693,0.0
29.081789,174.3556,0.0
60.077824,151.88675,0.0
68.42108,163.04158,0.0
53.348373,140.64433,0.0
39.355988,130.76813,0.0
55.784313,86.47024,55.784313
58.425076,118.16382,0.0
65.282524,141.5605,0.0
40.432816,127.67513,0.0
37.663975,136.57874,0.0
73.594604,147.80438,0.0
46.61923,184.39685,0.0
45.493153,140.14844,0.0
43.123077,174.31665,0.0
85.63482,40.38533,127.71263
84.79408,158.10912,0.0
44.977673,137.63506,0.0
57.274906,151.35194,0.0
33.04479,165.38802,0.0
65.29483,139.39616,65.29483
64.83281,168.6815,0.0
85.27121,114.39767,0.0
64.06392,116.81749,64.06392
85.648705,144.13696,85.648705
77.30428,30.564934,77.30428
63.586163,167.4958,0.0
34.19013,169.77235,0.0
46.290462,162.56512,0.0
74.39623,171.82297,0.0
59.787563,126.97807,59.787563
48.21933,189.52014,0.0
72.475914,174.87428,0.0
47.16494,204.02031,0.0
72.87732,171.48285,0.0
40.26985,133.66199,0.0
52.451912,178.36238,0.0
57.002743,152.87625,0.0
78.53658,103.038864,0.0
39.84298,136.32465,0.0
67.597885,110.06602,67.597885
82.70052,10.938544,82.70052
32.33833,240.34735,0.0
96.903656,115.70092,0.0
62.270885,117.20488,62.270885
84.29504,94.75339,84.29504
49.5129,126.88805,0.0
58.067425,134.41982,0.0
75.94754,87.45667,75.94754
63.72738,144.49315,0.0
59.857594,155.13733,59.857594
56.732292,86.96273,60.037785
62.100044,103.842125,62.100044
70.40935,75.6273,90.35127
80.730644,47.670353,92.41394
65.586624,30.746813,65.586624
67.8529,178.5241,0.0
83.170334,146.76349,83.170334
50.218155,175.08331,0.0
88.68639,61.932404,88.68639
85.25209,19.292578,85.25209
